idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
165,10.0,5.4,54,550.0,0.7640030903408069,0.00021055727637624236,0.0001639661312103271,6.358108520507813e-05,-5.865955352783291e-06,
167,5.0,5.5,55,555.0,0.662977617260154,0.00020296806455776897,0.0001642423152923583,6.373071670532225e-05,1.5372753143310562e-05,
168,0.0,5.5,55,560.0,0.7640030903408069,0.00021055727637624236,0.0001639661312103271,6.358108520507813e-05,5.865955352783291e-06,
170,5.0,5.6,56,565.0,0.662977617260154,0.00020296806455776897,0.0001642428874969482,6.373071670532225e-05,-1.5373897552490396e-05,
171,10.0,5.6,56,570.0,0.7640030903408069,0.00021055727637624236,0.0001639661312103271,6.358108520507813e-05,-5.865955352783291e-06,
173,5.0,5.7,57,575.0,0.662977617260154,0.00020296806455776897,0.00016424374580383298,6.373291015625e-05,1.5375041961669797e-05,
174,0.0,5.7,57,580.0,0.7640030903408069,0.00021055727637624236,0.0001639661312103271,6.358259201049804e-05,5.865955352783291e-06,
176,5.0,5.8,58,585.0,0.662977617260154,0.00020296806455776897,0.00016424374580383298,6.373291015625e-05,-1.5375041961669797e-05,
177,10.0,5.8,58,590.0,0.7640030903408069,0.00021055727637624236,0.00016396651268005367,6.358259201049804e-05,-5.8667182922364416e-06,
179,5.0,5.9,59,595.0,0.662977617260154,0.00020296806455776897,0.00016424427032470709,6.373291015625e-05,1.5376091003418014e-05,
180,0.0,5.9,59,600.0,0.7640030903408069,0.00021055727637624236,0.00016396651268005367,6.358320236206054e-05,5.8667182922364416e-06,
182,5.0,6.0,60,605.0,0.662977617260154,0.00020296806455776897,0.00016424427032470709,6.373291015625e-05,-1.5376091003418014e-05,
183,10.0,6.0,60,610.0,0.7640030903408069,0.00021055727637624236,0.000163967227935791,6.358320236206054e-05,-5.8681488037111255e-06,
185,5.0,6.1,61,615.0,0.662977617260154,0.00020296806455776897,0.00016424603462219232,6.373291015625e-05,1.537542343139648e-05,
186,0.0,6.1,61,620.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358320236206054e-05,5.866050720214908e-06,
188,5.0,6.2,62,625.0,0.662977617260154,0.00020296806455776897,0.00016424603462219232,6.373512268066406e-05,-1.537542343139648e-05,
189,10.0,6.2,62,630.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358320236206054e-05,-5.866050720214908e-06,
191,5.0,6.3,63,635.0,0.662977617260154,0.00020296806455776897,0.00016424603462219232,6.373512268066406e-05,1.537542343139648e-05,
192,0.0,6.3,63,640.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358320236206054e-05,5.866050720214908e-06,
194,5.0,6.4,64,645.0,0.662977617260154,0.00020296806455776897,0.00016424660682678224,6.373512268066406e-05,-1.5376567840576314e-05,
195,10.0,6.4,64,650.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358320236206054e-05,-5.866050720214908e-06,
197,5.0,6.5,65,655.0,0.662977617260154,0.00020296806455776897,0.00016424660682678224,6.373512268066406e-05,1.5376567840576314e-05,
198,0.0,6.5,65,660.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358320236206054e-05,5.866050720214908e-06,
200,5.0,6.6,66,665.0,0.662977617260154,0.00020296806455776897,0.00016424660682678224,6.373512268066406e-05,-1.5376567840576314e-05,
201,10.0,6.6,66,670.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358470916748046e-05,-5.866050720214908e-06,
203,5.0,6.7,67,675.0,0.662977617260154,0.00020296806455776897,0.00016424674987792977,6.373512268066406e-05,1.5376281738281247e-05,
