idx,x,y,line,s_mm,pmod,sigma,w,d,asym,clipped
41,5.0,1.3,13,135.0,1.0,0.0002,0.00018701710700988765,9.712244987487793e-05,1.4873409271240262e-05,
42,0.0,1.3,13,140.0,1.0,0.0002,0.00017569437026977535,8.813467025756835e-05,6.31046295166012e-06,
44,5.0,1.4,14,145.0,1.0,0.0002,0.00018723874092102055,9.755424499511718e-05,-1.5040874481201229e-05,
45,10.0,1.4,14,150.0,1.0,0.0002,0.000175815486907959,8.847936630249022e-05,-6.392860412597536e-06,
47,5.0,1.5,15,155.0,1.0,0.0002,0.00018742647171020505,9.792510986328124e-05,1.518306732177727e-05,
48,0.0,1.5,15,160.0,1.0,0.0002,0.00017591867446899406,8.877363204956053e-05,6.461334228515664e-06,
50,5.0,1.6,16,165.0,1.0,0.0002,0.0001875865936279297,9.824352264404295e-05,-1.5304183959961035e-05,
51,10.0,1.6,16,170.0,1.0,0.0002,0.00017600564956665038,8.901775360107422e-05,-6.521987915039055e-06,
53,5.0,1.7,17,175.0,1.0,0.0002,0.00018772301673889162,9.851295471191405e-05,1.540613174438486e-05,
54,0.0,1.7,17,180.0,1.0,0.0002,0.00017608175277709958,8.923101425170897e-05,6.572151184082008e-06,
56,5.0,1.8,18,185.0,1.0,0.0002,0.00018784046173095695,9.874476432800291e-05,-1.549549102783203e-05,
57,10.0,1.8,18,190.0,1.0,0.0002,0.00017614474296569812,8.941509246826172e-05,-6.616115570068359e-06,
59,5.0,1.9,19,195.0,1.0,0.0002,0.00018794083595275878,9.894330978393553e-05,1.557283401489246e-05,
60,0.0,1.9,19,200.0,1.0,0.0002,0.00017620034217834463,8.95754051208496e-05,6.653308868408191e-06,
62,5.0,2.0,20,205.0,1.0,0.0002,0.0001880273342132568,9.911511421203614e-05,-1.5637493133545052e-05,
63,10.0,2.0,20,210.0,1.0,0.0002,0.00017624688148498528,8.971200942993165e-05,-6.685733795166104e-06,
65,5.0,2.1,21,215.0,1.0,0.0002,0.000188102388381958,9.926617622375489e-05,1.5695285797119075e-05,
